0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Number of Deaths,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.2_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.3_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,RfR Total Costs,Expected Evacuation Costs
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,6,0,1,7,4,0,7,4,4,7,4,4,0.0004511013532649069,7866458.121933132,0.0,0.0,0.0,112832601.01821715,0.0,0.0,67626108.28683192,363800000.0,67.99367826195913
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,7,1,2,4,0,0,1,6,5,2,4,4,7,0.14957558030249182,2534295090.555662,68139002.95605196,0.0,0.0,141544218.4474694,0.0072978141355524604,45806189.3761122,20299287.62732069,408000000.0,22540.117292998264
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,4,1,6,6,3,6,4,0.0,0.0,32694901.094161935,0.14445818716432637,211667866.98282015,47842699.56310011,1.7226377187823048,1359684955.1053777,26403379.542306438,425300000.0,0.0
0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,2,5,1,1,6,4,8,1,0,0,7,5,0,2,2,6,0.0,0.0,132646089.01706745,0.0,0.0,245056424.7695003,0.01825622996752209,90906667.6242655,20299287.62732069,1087700000.0,2450.958850797083
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,1,1,0,6,10,0,6,3,1,4,4,1,5,0.22436337045373772,1267147545.277831,120853849.86392611,0.014793278351675246,59546695.811183296,106547043.08732629,0.0,0.0,88152583.3495194,30700000.0,6276.226837700048
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,7,2,6,5,1,7,1,6,0.21845255703516742,455150684.61780775,32694901.094161935,0.14990626137033067,222661360.2382015,42818415.6714978,0.0,0.0,97628005.17481405,217800000.0,0.0
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,6,7,5,6,2,0,5,0,4,6,4,7,6,2,6,0.0,0.0,227611503.21716845,0.0,0.0,118427379.06875929,0.0024116833018945462,4860016.937304494,60031921.43603267,1224500000.0,76.54076448540941
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,5,7,3,0,6,2,5,0.04358295787220374,252176768.30154583,32694901.094161935,0.04287063687379229,178021783.0026353,38245121.951764055,0.0,0.0,59344433.82549998,146000000.0,4646.394198491598
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,6,6,6,5,0,0,2,6,0,2,9,6,1,0.001406968951206638,21649603.546793576,155322556.95399606,0.0,0.0,235755473.90597233,0.18190644403623807,1189698789.871451,22167818.198803753,121200000.0,43119.24013750673
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,5,3,7,1,1,0,3,5,2,3,0.0,0.0,60717312.84309486,0.2389054159125285,356294594.0224688,59410102.93073928,0.0,0.0,90454561.25414468,641400000.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,10,7,1,0,6,0,5,6,3,0,1,1,0,0.0,0.0,281241249.14307314,0.0,0.0,121701716.67461371,0.001290469439387744,7690595.92965858,66629563.55863415,84600000.0,15429.45386360352
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,2,1,0,3,0,7,6,1,2,2,7,0.06387898355140625,132898963.29048093,66507014.9338145,0.0,0.0,158447840.84215504,0.4921499047230774,388414808.3555398,24198032.45136138,115300000.0,0.0
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,7,6,0,0,6,5,2,5,3,5,6,0,2,4,0.011724741260055318,21649603.546793576,202621123.7507406,0.09777327814231584,144831351.31406644,66045103.44010488,0.0,0.0,91456152.10972479,317500000.0,0.0
1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,7,1,1,5,6,9,0,0,6,3,6,0,0,7,0.0,0.0,183508018.5258278,0.03366379191847278,48717475.16354663,180482162.0222122,0.0,0.0,40609051.370577164,710400000.0,0.0
1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,5,0,1,6,7,6,0,0,1,5,3,6,1,2,6,0.0,0.0,92648501.6727509,0.0,0.0,257957265.08829707,0.041910042480163154,88416819.52145611,20299287.62732069,690800000.0,1534.6552913166606
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,0,1,0,1,0,2,1,6,7,7,3,3,0.24755255727478673,1389809112.317053,77099991.75787257,0.022051951387654672,89638604.71657488,38245121.951764055,0.0,0.0,43224599.14167526,151900000.0,7485.091440894094
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,0,3,7,1,6,2,1,6,7,0.0012530593146247416,2622152.707311044,78453877.84187987,0.010371254980996196,13983904.036647048,142346821.5396565,0.92076893542383,717964387.017979,62048975.90137317,302400000.0,0.0
1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,2,7,7,5,3,2,0,7,0,1,6,0,2,5,7,6,0.0,0.0,240736110.61674637,0.0021943412503201087,20150284.370617285,95202239.80249318,0.0,0.0,59903444.52010451,1109400000.0,656.8014495382903
1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,2,8,0,0,0,1,0,0,0,5,3,7,4,6,5,3,0.0,0.0,76299088.11882158,0.033409067240339485,327906104.35836744,38245121.951764055,0.1260024062771236,665537393.1502519,28798397.130608946,1361100000.0,30479.41128992726
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,5,1,0,9,4,9,0,3,0,7,4,7,3,2,5,0.0,0.0,92648501.6727509,0.0,0.0,301476430.37372625,0.2202721517447989,170988878.37775785,24198032.45136138,664100000.0,0.0
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,6,4,0,0,0,1,1,4,1,5,4,1,0,5,0.0,0.0,174191389.1976829,0.2256687739377945,334706447.39820284,0.0,0.0062743413393400995,4880558.593568434,69530880.80245753,417700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,7,10,0,6,7,1,5,6,1,5,0.22436337045373772,1267147545.277831,120853849.86392611,0.046763032445188875,193285339.53077686,73315450.27094865,0.0,0.0,88152583.3495194,0.0,8995.679554206867
1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,3,0,0,0,1,3,7,0,0,1,0,6,6,5,6,7,0.0004511013532649069,7866458.121933132,0.0,0.0032960480706422817,39715241.546329744,171584544.95486164,0.014067412641854436,90509232.02313948,20299287.62732069,997200000.0,5900.132617753753
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,2,0,0,0,6,2,3,5,1,4,5,0.0010041292853369865,13621158.279416004,76431543.68310125,0.026262299245728107,255793525.0868265,42818415.6714978,0.2586818676255903,1357958019.538787,31398797.71871161,84600000.0,48090.179859147254
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,2,2,1,0,1,4,5,1,7,5,7,0.6349563258537713,1288797148.8246245,78453877.84187987,0.013064534555072818,18093838.25742228,129886219.76334889,0.13589714283272736,102166641.09112218,41292219.28177295,30700000.0,0.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,0,6,6,5,1,0,3,1,4,7,6,1,6,4,0.0,0.0,144956226.29360634,0.0,0.0,194071605.62081167,0.05717689271412698,374145564.7081129,46650169.32145682,115300000.0,13503.972883782311
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0,1,0,2,0,5,7,6,5,4,0.1966316365535519,2656956657.594884,66507014.9338145,0.0076864745586008336,75100820.85248892,38245121.951764055,0.0,0.0,43224599.14167526,512200000.00000006,20386.07626731292
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,7,6,0,0,9,9,5,5,6,10,3,0.11436957663165269,238555610.02212983,42291505.65437629,0.05043196281407654,74318985.41941106,200478803.72368535,1.4004749944367108,1108201964.0837567,40609051.370577164,205800000.0,0.0
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,7,10,1,0,0,1,8,3,0,0,3,7,7,1,7,0.0,0.0,246347897.01180154,0.019026392762576297,233657190.44526812,38245121.951764055,0.0,0.0,68945584.72862397,236500000.0,11511.172017813667
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,7,0,0,5,3,6,1,6,7,1,5,2,0,0.021641819490700938,43965502.913777575,103162272.08375776,0.12264986636907291,182850090.18730357,59410102.93073928,0.0,0.0,86393856.47345893,490900000.0,0.0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7,1,1,0,3,1,0,2,0,6,4,7,7,3,4,0.0,0.0,152281136.071976,0.13720717492994658,202508383.14334404,90143923.5488522,0.6967292910169236,548130904.7555767,22167818.198803753,595100000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,0,0,1,2,0,6,0,2,3,3,7,6,0.0,0.0,174059651.0659076,0.1058810683011385,434259292.49026096,38245121.951764055,0.010289975522305084,21598257.25264126,55749126.209561795,0.0,9471.140270095182
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,6,3,0,1,1,5,3,6,2,2,4,5,2,5,0.22436337045373772,1267147545.277831,112454988.58836943,0.013189195955127358,52730561.47185032,77797112.44472042,0.0,0.0,98505116.46237586,182600000.0,6137.675315935973
1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,7,7,6,0,0,0,1,6,6,1,0,6,0.0,0.0,66507014.9338145,0.0,0.0,271785414.69060427,0.26411821553682874,204693268.12955308,0.0,1087700000.0,0.0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,5,5,0,8,6,5,0.008436816953236673,17654888.44527874,0.0,0.08684531649447409,127693634.89923236,100759376.17493644,0.03219614330899659,23886487.855809476,58926842.49039639,466300000.0,0.0
0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,6,0,0,5,3,6,5,9,6,1,2,2,0,1.246463169187432,2534295090.555662,95486976.46933737,0.00030275737787927845,407353.4585677467,59410102.93073928,0.0,0.0,97894021.5953229,529200000.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,7,0,7,0,0,0,1,7,5,5,0,2,4,0.0,0.0,186921762.1676117,0.014469920079065005,178967211.66442096,73315450.27094865,0.2634731454469294,1716524330.5746827,20299287.62732069,84600000.0,68851.93205185252
0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,6,1,7,7,0,0,1,2,4,1,7,1,6,0.20763164728981695,433167933.16091895,60717312.84309486,0.0017026892917492394,2539083.4891614392,209991277.7959833,0.03761745977625211,28869348.563448265,20299287.62732069,642800000.0,0.0
0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,3,4,5,7,2,0,6,1,5,0.0,0.0,66507014.9338145,0.12783516826827585,530077090.8074901,0.0,0.0,0.0,89836264.45193493,935800000.0,10737.820385009854
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,6,7,3,8,0,0,7,9,10,6,7,1,7,0.0,0.0,134996357.6629468,0.0,0.0,247578858.2118147,0.2634586371758318,1373678565.7518134,34221561.73832255,169200000.0,39584.80233568179
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,7,5,6,5,5,6,1,5,0.10381582364490848,216583966.58045948,42291505.65437629,0.22241312285687442,327977526.69986343,38245121.951764055,0.19471302083758635,150342346.95213026,93369863.19008912,217800000.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,2,5,0,7,0,6,5,5,3,4,7,0.0,0.0,32694901.094161935,3.786233152595569e-05,416479.1504661815,196159167.786688,0.0868004577641825,565733587.0106828,34221561.73832255,681400000.0,20333.552971384677
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,1,7,3,0,1,6,2,5,7,6,5,0.623231584593716,1267147545.277831,154345864.93625224,0.05218060919544834,75606870.37793535,114065823.89018795,0.04271536645610246,31183363.97274791,46650169.32145682,121200000.0,0.0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,8,1,4,0,1,3,0,0,9,6,6,2,5,2,5,0.0,0.0,183820053.38731658,0.05829405326114891,240180791.3950418,87722647.49511826,0.3006214785988005,662935153.1417749,40609051.370577164,242400000.0,16602.504704251853
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,0,9,3,6,0,0,4,1,6,6,7,2,1,0.011724741260055318,21649603.546793576,109448217.91765803,0.0,0.0,253571586.02474415,1.4596143277829716,1147186938.8945415,26403379.542306438,121200000.0,0.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,2,4,7,7,2,5,2,1,7,3,1,0.002506118629249483,5244305.414622088,60717312.84309486,0.06488511417527053,92674203.09004527,141544218.4474694,0.0,0.0,112999944.14175674,558500000.0,0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,0,1,0,8,0,6,7,4,1,5,0,7,0.0,0.0,219678615.6365205,0.027177618630230653,331616949.98725903,38245121.951764055,0.0,0.0,78367018.73996717,84600000.0,13727.892878421746
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,7,0,6,1,3,6,0,1,1,4,7,6,2,1,7,0.0,0.0,144956226.29360634,0.005701983898363567,54651538.92192138,163268356.78208596,0.03995024754832718,207916898.75581062,41292219.28177295,408000000.0,7794.024462639925
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,1,2,0,1,3,1,0,2,1,1,1,4,3,3,0.0,0.0,147848759.27215046,0.06392380780109548,261847950.99955484,87722647.49511826,0.13696938693116587,292727676.4629179,43224599.14167526,339000000.0,10328.308098049867
0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,2,7,0,1,3,1,0,0,0,5,7,6,2,4,6,5,0.0,0.0,109503342.08350585,0.0030795439516618814,28142418.740905453,90143923.5488522,0.12694555674632596,668367985.0069896,28798397.130608946,1141600000.0,20455.6018148905
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7,1,1,0,3,0,7,0,6,6,1,6,0,4,4,0.0,0.0,152281136.071976,0.14200919923384808,209226968.64594582,47842699.56310011,0.0,0.0,73946120.41768885,679700000.0,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,1,5,0,0,0,6,5,5,4,4,7,0.0,0.0,72222705.9376919,0.020861631686173786,255708559.97630617,99685318.93337613,0.30832748662723086,2027455939.0109687,0.0,425300000.0,84091.70396733549
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,7,1,1,3,1,6,1,4,6,6,0,0.6349563258537713,1288797148.8246245,83497824.69174261,0.0,0.0,121701716.67461371,0.058935940260742545,42774522.637767434,68543533.15029672,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,0,0,1,4,7,2,7,1,6,0.005624544635491115,11769925.630185828,32694901.094161935,0.055893151160796274,80278004.6609051,180154533.9193201,2.2144212289221987,1726415639.4525423,20299287.62732069,435600000.0,0.0
1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,2,0,0,0,3,0,0,3,7,8,7,2,0,6,1,4,0.0,0.0,0.0,0.005189120958387871,48179219.034110665,47842699.56310011,0.0024050274590418836,11928080.442991408,114223384.47718057,1051100000.0,1896.0744056208796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,7,7,6,2,7,2,6,7,2,5,1.246463169187432,2534295090.555662,53972506.18695759,0.0,0.0,121229975.87047109,0.0,0.0,108256283.37658635,256100000.00000003,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,1,1,5,5,4,6,3,0.0,0.0,76431543.68310125,0.25310309457047575,374284750.9880415,47842699.56310011,2.166181202596836,1701809998.3806753,20299287.62732069,169200000.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,5,3,5,0,0,2,2,5,2,7,5,0,0.0,0.0,191604957.18326116,0.002969503831410304,3971081.215166564,193736772.51408312,1.8816077024033355,1466860124.4615192,22167818.198803753,84600000.0,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,6,7,1,0,0,3,7,6,6,7,2,7,0.0,0.0,236973610.78838855,3.786233152595569e-05,416479.1504661815,214929941.12861308,0.21595266557306725,1405066929.8931909,24198032.45136138,169200000.0,50215.82192678059
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,4,0,3,0,1,0,1,6,6,2,5,7,2,4,0.623231584593716,1267147545.277831,47847947.961454235,0.011091552045108852,15284343.854071656,90143923.5488522,0.04018704754529939,30145227.30353157,52771009.1301844,529200000.0,0.0
1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,7,7,6,5,2,0,0,0,7,6,4,0,6,2,6,0.0,0.0,251532079.62498075,0.0001079716919162454,405325.5270347612,110061574.43848997,0.04155631315035731,88615353.68090248,34221561.73832255,1644500000.0,1505.3062559786035
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,2,2,0,0,1,5,5,2,7,5,0,0.023449482520110636,43299207.09358715,78453877.84187987,0.06602852232214937,94678667.0458506,129886219.76334889,1.6497353943350552,1296075584.679596,20299287.62732069,121200000.0,0.0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,7,1,5,3,7,2,5,6,6,1,2,0,0.14055355693254976,266972737.62523752,72222705.9376919,0.0,0.0,199433505.39254242,0.0,0.0,93069269.00187321,151900000.0,0.0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,6,2,2,0,4,1,6,4,7,2,2,4,0.11436957663165269,238555610.02212983,37255203.23710208,0.0,0.0,174450713.08138555,0.443461115078401,347125735.2125208,49622725.1402255,718000000.0,0.0
1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,7,1,1,1,2,0,0,1,7,3,5,6,5,7,0.0,0.0,109503342.08350585,0.01989326225004415,79024515.62874956,123591808.7282773,0.141068205428996,310108206.2703239,20299287.62732069,1268900000.0,7048.231068987068
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,0,1,2,3,6,0,3,5,0.002506118629249483,5244305.414622088,60717312.84309486,0.07522222979227552,111568318.93411426,66045103.44010488,0.14299089720652422,107383653.5689964,41292219.28177295,333100000.0,0.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,1,6,0,0,1,3,2,0,7,5,7,4,3,4,0.0,0.0,188945475.6704826,0.04333686034272721,428991597.5829288,38245121.951764055,0.0,0.0,48716867.66610375,205800000.0,14390.940189773815
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,1,0,3,2,1,0,5,3,6,1,6,2,4,0.0,0.0,109503342.08350585,0.12999570508165637,193477514.34859985,95202239.80249318,0.1703872291441626,130158031.21906424,50081750.628976494,411600000.0,0.0
0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,5,1,3,0,1,7,1,6,6,1,9,7,4,4,0.10381582364490848,216583966.58045948,92648501.6727509,0.01611791789041756,22163348.062577467,90143923.5488522,0.0,0.0,100985425.35951225,716300000.0,0.0
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7,0,0,3,3,0,0,0,6,6,2,5,0,2,4,0.0,0.0,68139002.95605196,0.0115313799075286,16059739.678036887,100759376.17493644,0.34677923948866635,272198876.12945104,31398797.71871161,492600000.0,0.0
1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,6,1,6,7,6,0,0,3,4,6,6,9,1,6,0.0,0.0,136851315.59679127,0.0,0.0,257957265.08829707,0.014913183147876008,95385726.8358808,24198032.45136138,351800000.0,3324.8029403400815
1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,3,0,0,1,9,7,0,0,0,0,3,6,6,6,1,7,0.0,0.0,32694901.094161935,0.0,0.0,189195314.94508117,0.013863081999903477,87964626.06367831,0.0,813700000.0,3022.2945814631134
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,1,1,6,2,5,4,0.0,0.0,37255203.23710208,0.05426220029649378,536901634.9932629,0.0,0.2550939222306932,1345519454.337104,28798397.130608946,169200000.0,57426.42869802691
0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,3,0,0,1,7,4,0,2,6,6,1,5,0.0004511013532649069,7866458.121933132,0.0,0.004255544336730527,48800416.96931359,47842699.56310011,0.02272224959355456,144378417.42435184,90236237.89799544,935800000.0,7869.4143060241
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,3,8,0,2,0,2,7,1,6,6,7,2,2,0.623231584593716,1267147545.277831,112454988.58836943,0.0,0.0,137300745.12360516,0.04132679987898295,30613213.634831034,58768098.74581756,151900000.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,9,0,6,3,0,0,1,7,2,1,3,0,7,0.0,0.0,308561700.10277504,0.01450778241059096,179383690.81488714,124573879.8096008,0.2634724653085065,1716522003.3477058,20299287.62732069,84600000.0,68868.55505735616
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,0,1,2,7,0,1,0,7,6,5,4,7,6,0.0010041292853369865,13621158.279416004,95486976.46933737,0.009711029213894039,92570576.33850577,163617629.8270864,0.2675977075752162,1386587310.4316218,20299287.62732069,340700000.0,42702.825664603835
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,5,2,7,0,0,5,0,0,1,6,4,5,5,2,7,0.0,0.0,184249912.01345077,0.028668649909503414,356294594.0224688,59410102.93073928,0.16563073809761206,1091623835.7369962,20299287.62732069,461900000.0,54587.98999397874
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,1,4,3,3,2,4,3,7,3,2,0.00669419523557991,13621158.279416004,103162272.08375776,0.2887660931615591,428886977.1008159,38245121.951764055,0.0,0.0,84696731.15977037,205800000.0,0.0
1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,8,4,9,0,3,3,1,6,6,2,0,9,0.0,0.0,101474517.63440433,0.0,0.0,285774011.4730661,0.1030648356657264,79331517.97661763,50962397.12067895,1087700000.0,0.0
1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,1,5,0,5,3,6,3,5,4,4,0.0,0.0,47847947.961454235,0.1486019096254883,220058346.7136406,38245121.951764055,0.0,0.0,62865075.42438113,660100000.0,0.0
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,7,0,0,1,9,0,6,4,3,4,3,7,5,0.0,0.0,110130504.5881955,0.09851480375677264,408599494.09920347,38245121.951764055,0.0,0.0,83094838.64670125,327000000.0,8280.537331720192
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,2,0,7,3,6,5,6,1,3,4,0.12882881567249443,245323134.07844394,77099991.75787257,0.0995475957871045,147727603.11502132,82526679.5239558,0.12343656337517933,99950842.0560865,64835987.44502628,151900000.0,0.0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,7,6,0,0,4,7,5,0,7,5,5,2,5,5,0.0,0.0,281404972.6006762,0.24375142013007234,362933444.2241162,53358573.6002109,0.0,0.0,70656192.99188861,339000000.0,0.0
1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,6,0,1,7,4,0,6,2,4,5,4,6,6,0.0,0.0,95486976.46933737,0.11133945728901005,164146580.1860662,114065823.89018795,0.0,0.0,62318902.73577461,1396000000.0,0.0
0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,2,0,0,6,5,4,6,6,5,7,0.07864292053266027,455150684.61780775,32694901.094161935,0.003334248489776285,13408603.623659775,123591808.7282773,0.04756058021389025,106922360.22355238,31398797.71871161,625800000.0,4099.85341198602
0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,6,0,1,4,0,0,1,1,5,3,0,7,1,6,0.0,0.0,60717312.84309486,0.005874975414346812,23604765.08062845,93427003.66768599,0.018311630527366434,38984859.97719403,41292219.28177295,1285900000.0,1126.9408921050458
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,3,0,1,0,0,1,6,1,5,7,5,7,0.6349563258537713,1288797148.8246245,78453877.84187987,0.016044237369916618,22110661.726935133,90143923.5488522,0.5817821340342596,452811388.9326638,20299287.62732069,242400000.0,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,7,2,1,0,2,6,1,6,6,2,3,0.20819941810072143,434275304.9182567,37255203.23710208,0.0,0.0,210219938.82131863,0.9409782510824823,727249430.376821,43224599.14167526,473900000.0,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,5,1,1,6,7,2,3,0,2,6,2,1,2,1,0,0.0,0.0,132646089.01706745,3.786233152595569e-05,416479.1504661815,222008240.46216834,0.012254434750652935,74150452.63314171,48716867.66610375,473900000.0,9347.41559251626
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,3,1,3,1,0,1,7,1,6,7,3,4,0.0,0.0,291277784.58616316,0.019024686493251237,25947168.195500582,144868808.27820158,1.0575025064963766,806245356.3361994,41292219.28177295,84600000.0,0.0
0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,10,1,7,6,5,5,0,1,1,6,2,1,8,1,6,0.0,0.0,239466324.45281267,0.0,0.0,224700627.14350742,0.026716603100485056,56653206.355263375,41292219.28177295,983500000.0,947.0738522358126
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,2,1,3,6,1,1,5,6,2,3,1.2581879104474873,2555944694.1024556,42291505.65437629,0.0,0.0,102336429.85235605,0.0,0.0,81239710.74584582,121200000.0,0.0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,0,0,0,1,0,3,3,5,6,9,1,6,0.0,0.0,66507014.9338145,0.042611722756091944,530077090.8074901,0.0,0.01604632183470877,103787805.55834155,45324187.55237766,679700000.0,25813.198899521438
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,3,7,0,0,0,2,5,2,5,0,1,0.057184788315826345,119277805.01106492,68139002.95605196,0.12843890150790216,191671781.16569695,128933649.86623067,1.7553296537058984,1385270279.3009217,0.0,461900000.0,0.0
0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,5,7,0,1,2,3,3,5,7,5,7,0.0,0.0,0.0,0.0,0.0,244823828.92606127,0.3042620666610119,236266375.80469117,43224599.14167526,321100000.0,0.0
1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,10,1,7,7,9,9,4,0,2,6,3,6,2,6,7,0.0,0.0,239466324.45281267,0.0,0.0,341226616.66060317,0.02007682065857582,14696205.059834573,51760044.33566119,795000000.0,0.0
